WKT,longitude,latitude,block,uniqueID
"POINT (-0.374503276349045 50.966902378466045)",-0.37450327634904501,50.96690237846604532,South-3,
"POINT (-0.374868466740503 50.962968478262944)",-0.374868466740503,50.96296847826294396,South-3,
"POINT (-0.376290444975411 50.963125275076145)",-0.37629044497541098,50.96312527507614476,South-3,
"POINT (-0.3757966 50.9622768)",-0.3757966,50.9622768,South-3,SZ333
"POINT (-0.374868466740503 50.962968478262944)",-0.374868466740503,50.96296847826294396,South-3,
"POINT (-0.37357053559099496 50.96759519150584)",-0.37357053559099496,50.96759519150584339,South-3,
"POINT (-0.37499251382590304 50.967751988319044)",-0.37499251382590304,50.96775198831904419,South-3,
"POINT (-0.37449866235739804 50.966903492772644)",-0.37449866235739804,50.96690349277264431,South-3,
"POINT (-0.37357053559099496 50.96759519150584)",-0.37357053559099496,50.96759519150584339,South-3,
"POINT (-0.373067737962949 50.966745012325944)",-0.37306773796294901,50.96674501232594423,South-3,
"POINT (-0.373995864729352 50.966053313592745)",-0.37399586472935198,50.96605331359274516,South-3,
"POINT (-0.36930868312390897 50.96711108456334)",-0.36930868312390897,50.96711108456334216,South-3,
"POINT (-0.37073066135881605 50.96726788137654)",-0.37073066135881605,50.96726788137654296,South-3,
"POINT (-0.37023680989031105 50.966419385830044)",-0.37023680989031105,50.96641938583004361,South-3,
"POINT (-0.36930868312390897 50.96711108456334)",-0.36930868312390897,50.96711108456334216,South-3,
"POINT (-0.36746187401864705 50.96850764466844)",-0.36746187401864705,50.96850764466844197,South-3,
"POINT (-0.368883852253555 50.96866444148164)",-0.36888385225355502,50.96866444148164277,South-3,
"POINT (-0.368390000785049 50.96781594593524)",-0.36839000078504902,50.96781594593524289,South-3,
"POINT (-0.3674619 50.9685076)",-0.3674619,50.9685076,South-3,SZ222
"POINT (-0.37300623442692105 50.964354867818045)",-0.37300623442692105,50.96435486781804514,South-3,
"POINT (-0.374428212661828 50.964511664631246)",-0.37442821266182802,50.96451166463124594,South-3,
"POINT (-0.373934361193323 50.96366316908475)",-0.37393436119332302,50.96366316908474658,South-3,
"POINT (-0.37300623442692105 50.964354867818045)",-0.37300623442692105,50.96435486781804514,South-3,
"POINT (-0.375860643978573 50.964670063464546)",-0.37586064397857299,50.96467006346454554,South-3,
"POINT (-0.37728262221348097 50.96482686027765)",-0.37728262221348097,50.96482686027764686,South-3,
"POINT (-0.37678877074497596 50.96397836473125)",-0.37678877074497596,50.96397836473124698,South-3,
"POINT (-0.375860643978573 50.964670063464546)",-0.37586064397857299,50.96467006346454554,South-3,
"POINT (-0.37598316039671 50.96944621948094)",-0.37598316039670998,50.96944621948094323,South-3,
"POINT (-0.37740513863161795 50.969603016294144)",-0.37740513863161795,50.96960301629414403,South-3,
"POINT (-0.37691128716311295 50.968754520747645)",-0.37691128716311295,50.96875452074764468,South-3,
"POINT (-0.3759832 50.9694462)",-0.3759832,50.9694462,South-3,SZ122
"POINT (-0.37881644029707096 50.969761094040344)",-0.37881644029707096,50.96976109404034361,South-3,
"POINT (-0.3797446 50.9690694)",-0.3797446,50.9690694,South-3,SZ113
"POINT (-0.3788164 50.9697611)",-0.3788164,50.9697611,South-3,SZ112
"POINT (-0.37028976008539705 50.96881931213225)",-0.37028976008539705,50.96881931213224703,South-3,
"POINT (-0.371711738320305 50.96897610894535)",-0.37171173832030502,50.96897610894534836,South-3,
"POINT (-0.3712178868518 50.96812761339895)",-0.37121788685180002,50.96812761339894848,South-3,
"POINT (-0.37028976008539705 50.96881931213225)",-0.37028976008539705,50.96881931213224703,South-3,
"POINT (-0.37782407645664595 50.96805953042004)",-0.37782407645664595,50.96805953042004234,South-3,
"POINT (-0.37924605469155404 50.96821632723324)",-0.37924605469155404,50.96821632723324313,South-3,
"POINT (-0.3787522 50.9673678)",-0.3787522,50.9673678,South-3,SZ133
"POINT (-0.37782407645664595 50.96805953042004)",-0.37782407645664595,50.96805953042004234,South-3,
"POINT (-0.3775471173751821 50.974380919519156)",-0.3775471173751821,50.97438091951915595,South-1,
"POINT (-0.38040463399618607 50.97469508247236)",-0.38040463399618607,50.97469508247235837,South-1,
"POINT (-0.37991078252768107 50.97384658692596)",-0.37991078252768107,50.97384658692595849,South-1,
"POINT (-0.3789826557612781 50.97453828565926)",-0.3789826557612781,50.97453828565925704,South-1,
"POINT (-0.3793478461527361 50.970604385456156)",-0.37934784615273609,50.97060438545615568,South-1,
"POINT (-0.3807698 50.9707612)",-0.3807698,50.9707612,South-1,
"POINT (-0.380276 50.9699127)",-0.380276,50.9699127,South-1,SX333
"POINT (-0.3793478 50.9706044)",-0.3793478,50.9706044,South-1,
"POINT (-0.37804991500322804 50.975231098699055)",-0.37804991500322804,50.97523109869905511,South-1,
"POINT (-0.3794718932381361 50.975387895512256)",-0.37947189323813613,50.97538789551225591,South-1,
"POINT (-0.3789780417696311 50.974539399965856)",-0.37897804176963112,50.97453939996585603,South-1,
"POINT (-0.37804991500322804 50.975231098699055)",-0.37804991500322804,50.97523109869905511,South-1,
"POINT (-0.3775471173751821 50.974380919519156)",-0.3775471173751821,50.97438091951915595,South-1,
"POINT (-0.37847524414158507 50.97368922078596)",-0.37847524414158507,50.97368922078595688,South-1,
"POINT (-0.37378806253614205 50.974746991756554)",-0.37378806253614205,50.97474699175655388,South-1,
"POINT (-0.37521 50.9749038)",-0.37521,50.9749038,South-1,
"POINT (-0.3747162 50.9740553)",-0.3747162,50.9740553,South-1,
"POINT (-0.3737881 50.974747)",-0.3737881,50.974747,South-1,
"POINT (-0.37194125343088014 50.976143551861654)",-0.37194125343088014,50.97614355186165369,South-1,
"POINT (-0.3733632 50.9763003)",-0.3733632,50.9763003,South-1,
"POINT (-0.3728694 50.9754519)",-0.3728694,50.9754519,South-1,
"POINT (-0.3719413 50.9761436)",-0.3719413,50.9761436,South-1,SX222
"POINT (-0.37748561383915413 50.97199077501126)",-0.37748561383915413,50.97199077501125686,South-1,
"POINT (-0.3789076 50.9721476)",-0.3789076,50.9721476,South-1,
"POINT (-0.3784137 50.9712991)",-0.3784137,50.9712991,South-1,
"POINT (-0.3774856 50.9719908)",-0.3774856,50.9719908,South-1,
"POINT (-0.3803400233908061 50.97230597065776)",-0.38034002339080608,50.97230597065775726,South-1,
"POINT (-0.381762 50.9724628)",-0.381762,50.9724628,South-1,
"POINT (-0.3812682 50.9716143)",-0.3812682,50.9716143,South-1,
"POINT (-0.38034 50.972306)",-0.38034,50.972306,South-1,
"POINT (-0.38046253980894307 50.977082126674155)",-0.38046253980894307,50.97708212667415495,South-1,
"POINT (-0.3818845 50.9772389)",-0.3818845,50.9772389,South-1,
"POINT (-0.3813907 50.9763904)",-0.3813907,50.9763904,South-1,
"POINT (-0.3804625 50.9770821)",-0.3804625,50.9770821,South-1,SX122
"POINT (-0.38329581970930404 50.977397001233555)",-0.38329581970930404,50.97739700123355533,South-1,
"POINT (-0.3847178 50.9775538)",-0.3847178,50.9775538,South-1,SX111
"POINT (-0.3842239 50.9767053)",-0.3842239,50.9767053,South-1,SX113
"POINT (-0.3832958 50.977397)",-0.3832958,50.977397,South-1,SX112
"POINT (-0.37476913949763013 50.97645521932546)",-0.37476913949763013,50.97645521932545876,South-1,
"POINT (-0.3761911 50.976612)",-0.3761911,50.976612,South-1,
"POINT (-0.3756973 50.9757635)",-0.3756973,50.9757635,South-1,
"POINT (-0.3747691 50.9764552)",-0.3747691,50.9764552,South-1,
"POINT (-0.38230345586887904 50.975695437613254)",-0.38230345586887904,50.97569543761325406,South-1,
"POINT (-0.3837254 50.9758522)",-0.3837254,50.9758522,South-1,
"POINT (-0.3832316 50.9750037)",-0.3832316,50.9750037,South-1,SX133
"POINT (-0.3823035 50.9756954)",-0.3823035,50.9756954,South-1,
